Error on the test set seq only: 136501
Error on the training set: 0.00539405
Number of parameters: 1031

Base Parameters
-0.10969	-0.0496208	0.0125018	-0.0341969	-0.475778	-0.031826
0.0612612	0.606329	-0.22613	-0.896873	-0.0178022	-0.204214
0.0367517	0.129093	-0.119686	0.408349	0.333325	-0.731808
-0.0268916	-0.203595	0.174	0.0725393	0.003473	0.0338547
-0.155799	-0.25457	0.256549	-0.032165	0.05291	-0.102437
-0.110625	0.0069564	-0.654185	0.363316	-0.384732	-0.237399
0.521198	0.208968	-0.27118	-0.0138871	-0.816464	0.290036
0.139138	0.276045	0.0315363	0.0250267	0.817536	0.0997209
0.239227	-0.0700337	0.19561	-0.0883875	0.320794	0.589452
0.383166	0.1339	-0.280167	1.08469	-0.149154	0.328493
-0.105767	0.208608	-0.474807	0.0461203	0.509857	-0.410381
0.0354867	-0.0315617	0.171307	0.0766295	-0.503249	0.147218
0.0384315	-0.698781	0.233882	-0.389399	0.735032	-0.34228
-0.106185	0.0778478	-0.132474	-0.376032	-0.557803	0.399493
0.0286295	0.173285	-0.572278	-0.411725	0.525889	0.108709
-0.103246	0.227853	0.0124004	-0.874185	0.116369	-0.225185
0.0119775	-0.513331	-0.254841	0.310067	0.33518	0.371118
0.0360997	0.159122	0.344686	0.328615	0.0456274	-0.000547867
0.282661	-1.02258	0.512194	0.826788	-0.426754	-0.152058
-0.213445	-0.102862	0.161422	-0.369067	-0.289522	-0.237944
-0.0796317	1.34958	-0.763495	-1.02731	-0.0643699	-0.727341
0.238336	0.186621	-0.0598588	-0.785191	-0.0980754	0.723229
-0.232953	0.128619	-0.307529	-0.0107795	0.835754	0.273826
0.741472	-0.0173445	-0.281946	0.51425	-0.426682	0.927458
0.573774	-0.68297	0.192893	-0.0455623	0.643234	0.985953
0.231545	-0.220477	-0.0646917	1.05912	-0.905242	0.140947
0.203418	0.123858	-1.37927	-0.838335	0.306207	-0.539551
0.0139092	-0.165797	-0.136959	0.140505	0.319012	0.0293054
-0.160002	0.0524673	-0.25847	0.490044	0.052817	-0.470297
-0.00466784	-0.195227	0.167767	-0.574333	-0.329463	0.532648
0.0233605	-0.332248	0.565606	0.701499	-0.560953	0.178945
-0.00883491	-0.469321	0.572144	-0.0861502	-0.192478	-0.311887
1.63901	-0.31395	-0.329786	-2.01141	0.445228	0.402152
0.162029	-0.22682	-0.0110412	0.886641	-0.578281	0.128107
-0.105797	-0.0058007	-0.176378	-0.115633	-0.625358	-0.519556
0.486677	-0.00706	-0.117843	-1.07964	0.566069	-0.301813
0.38474	0.761572	0.104246	0.126457	-0.00605949	0.0770516
0.237155	0.577146	-0.209854	-0.120296	-0.775737	-0.326482
0.048957	-0.121349	0.179354	0.374917	0.0343075	-0.0431431
-0.0137615	0.0474122	-0.0977031	0.0471538	-0.346611	0.031662
0.578879	-0.51603	-1.31112	0.167661	0.985927	0.797204
-0.338954	-0.483361	-0.185739	-0.314483	-0.0650644	-0.101335
-0.308115	-0.239005	-0.391248	0.0150493	0.382478	-0.261448
-0.439652	-0.563103	-0.329349	-0.387909	-0.479649	-0.13152
-0.304558	-0.794246	-0.310643	-0.288259	0.26365	-0.117581
0.0118383	-0.0618728	0.00251994	-0.748284	0.305333	0.114009
-0.186634	-0.46268	-0.173959	0.440297	-0.443148	-0.00074896
-0.424301	0.479463	-0.17915	0.325475	-0.0844084	-0.502644
-0.243802	0.444112	-0.0147897	0.0636123	0.136583	-0.393361
0.30422	0.0814227	0.504123	-0.659868	-0.305755	0.65922
-0.104807	-0.652375	-0.149098	-0.191083	0.361889	-0.0427631
0.286639	-0.0693095	0.313257	0.172768	-0.269869	0.498486
0.129953	0.43737	-0.116982	-0.147757	-1.11662	-0.440743
-0.0219272	0.217881	-0.0430724	-0.271339	-0.187948	0.325547
0.0123315	-0.172887	-0.413274	1.3147	0.38643	0.130572
0.633065	-0.204148	-0.237506	-0.452659	1.02611	0.513234
0.24297	-0.463378	-0.315945	-0.628124	0.650204	0.545332
0.0876207	0.253734	-0.38913	-0.623435	0.65146	0.0636807
-0.325074	-0.236446	-0.363268	-0.0186131	-0.318429	-0.31409
-0.0550515	0.0697305	-0.398496	-0.228424	-0.25378	0.506815
0.313186	0.00910653	-1.35963	1.08121	0.0535646	0.0181644
-0.12024	-0.080472	-0.0235775	-0.0436457	-0.401762	-0.0131696
-0.112076	-0.141612	0.0469015	-0.440288	0.0705284	0.0197894
-0.113104	0.134385	-0.165059	0.290952	-0.219267	-0.356627
0.656693	-0.0275535	-0.0800664	0.532823	-0.0967975	-1.0535
0.156286	0.256293	0.16996	-0.559642	0.139634	-0.239695
-0.0411965	0.0843981	0.241605	-0.290022	-0.450957	0.105961
0.145553	0.072305	0.231438	-0.219208	0.38905	-0.138223
0.0893686	0.198977	-0.798284	-0.992242	0.309087	0.365615
0.286011	0.324424	-0.0435018	-0.727248	0.450705	-0.86152
0.00287373	0.440791	-0.253764	0.100975	0.128483	0.259846
