0.08498169	0.070837	0.05487612	0.04615679	0.03774943	0.02801438	0.04580599	0.04304639	0.0581804	0.06433902	0.07125688	0.07633889	0.07147511	0.08328284	0.07661425	0.08695382	0.1040818	0.06683954	0.6267814	0.05666397	0.05312657	0.04564586	0.04905333	0.04523503	0.05073006	0.05548712	0.07667956	0.08976663	
0.03905701	0.03887115	0.0489108	0.04682558	0.06373844	0.05631834	0.00160971	0.008607551	0.01014854	0.09388072	0.5783852	0.1387353	0.06445588	0.07023097	0.08060209	0.01566193	0.008194161	0.003467752	0.02853406	0.01248871	4.557882E-5	4.985132E-5	6.162509E-4	0.00111202	0.002383072	0.00540782	0.1682017	0.1728961	
0.3045238	0.305812	0.3182789	0.328228	0.4886137	0.6800413	0.7097319	0.6465438	0.6881869	0.6976835	0.6854275	0.6671234	0.6693289	0.6371461	0.6280366	0.6077994	0.6139878	0.547864	0.5134763	0.1953424	0.1209719	0.0990141	0.0958539	0.1024317	0.1397532	0.08043549	0.06910525	0.01925942	
0.02901521	0.04586112	0.1655026	0.1916995	0.2922534	0.3177802	0.4930765	0.6148506	0.5953096	0.553199	0.5504902	0.2595337	0.239375	0.2582502	0.3160952	0.2617831	0.2624639	0.2804409	0.2724201	0.2773323	0.2704234	0.2743907	0.2646045	0.3131779	0.311552	0.3174597	0.4106644	0.4179252	
0.09989541	0.08999743	0.1170736	0.1250303	0.13969	0.1370971	0.1343822	0.1098712	0.1775128	0.1365128	0.152185	0.135161	0.1380208	0.2001772	0.1931138	0.2990387	0.2957572	0.3408029	0.1682666	0.1406261	0.1296396	0.1427011	0.1609946	0.02579824	0.01569233	0.02749263	0.03491502	0.03343208	
0.1124342	0.02356564	0.01802184	0.03587139	0.06063448	0.07313357	0.08642628	0.1203353	0.141987	0.3549855	0.5751607	0.5617595	0.612837	0.6048679	0.5390586	0.5715636	0.2786689	0.2280008	0.04397036	0.02983423	0.0284944	0.02734733	0.02454792	0.1004161	0.1265764	0.1588573	0.2304901	0.04506537	
0.007047475	0.09683101	0.1050196	0.1048921	0.08557482	0.0730308	0.06491529	0.09551112	0.08799061	0.08415808	0.095962	0.1005084	0.09107806	0.07704278	0.06277711	0.06568488	0.01957147	0.0119003	0.01347221	0.01111385	0.01229559	0.0276782	0.0450464	0.1108255	0.3815976	0.4041487	0.1618825	0.227126	
0.1153939	0.1088101	0.1096567	0.1143164	0.08164806	0.05533111	0.08772995	0.06302021	0.06703008	0.06374657	0.067982	0.1357449	0.2732339	0.2750959	0.285328	0.2968277	0.3950875	0.4066955	0.3404278	0.3248887	0.3231939	0.3399907	0.2400748	0.235391	0.1907096	0.175042	0.144825	0.1344696	
0.1868058	0.2173017	0.178206	0.2720471	0.2447444	0.679901	0.0964875	0.1060137	0.03969452	0.04012014	0.03269043	0.02587741	0.0244994	0.09467305	0.1852881	0.2113596	0.2189745	0.2201382	0.4253393	0.08990557	0.07474379	0.03536247	0.0240601	0.02203784	0.01014671	0.01229492	0.01671945	0.06684857	
0.07035513	0.0755231	0.1232002	0.3183483	0.3929891	0.3775131	0.4257112	0.4638333	0.4877921	0.4419715	0.3784987	0.3579095	0.3731651	0.3635767	0.3108141	0.3608959	0.3509478	0.3544544	0.3050126	0.296117	0.2746467	0.2438768	0.2081346	0.238313	0.2431187	0.2549821	0.2811881	0.3042602	
0.04349738	0.04637891	0.062523	0.05061438	0.06896101	0.1147045	0.09987009	0.0430451	0.04320432	0.06401878	0.1438477	0.1685179	0.1849462	0.136378	0.1622985	0.1955688	0.2192058	0.2265392	0.2151096	0.2575589	0.1311262	0.0208239	0.01550389	0.01536928	0.01544989	0.01292016	0.03149006	0.05224615	
0.340439	0.3512586	0.2675323	0.2617513	0.2786145	0.3969969	0.3703456	0.1684259	0.1131279	0.1138583	0.08113664	0.08326606	0.088934	0.09405552	0.1408488	0.1717589	0.09813463	0.1058684	0.09331525	0.09418356	0.09262879	0.09537532	0.008525331	0.001927145	0.00116088	0.001183612	0.001698496	0.003778195	
0.04499693	0.03812733	0.02927601	0.03364776	0.08107667	0.08499155	0.09372441	0.07723098	0.4263829	0.4821082	0.4674641	0.4635336	0.4514436	0.4407202	0.4768994	0.127835	0.05534354	0.05442023	0.06823735	0.07694807	0.0651921	0.06426773	0.1176771	0.1294918	0.1672732	0.1757243	0.2034653	0.2317502	
0.0520046	0.04380985	0.05417141	0.07505103	0.1307196	0.1056016	0.07477871	0.07388727	0.06766928	0.09014382	0.07439003	0.05633321	0.07793047	0.1001176	0.09959727	0.1385592	0.2276939	0.2296968	0.3372301	0.2312108	0.2177043	0.2345554	0.2793231	0.3967304	0.3875107	0.2818515	0.1730878	0.2041001	
0.01307142	0.01095977	0.01057448	0.01947105	0.01651684	0.008719275	0.003048633	0.001976138	0.006315467	0.02231223	0.031538	0.07707425	0.1260548	0.2812713	0.3251816	0.3424662	0.4159684	0.3555343	0.4323308	0.1039976	0.08525439	0.07985146	0.08105179	0.02676444	0.01742819	3.662226E-4	0.001607968	0.003274608	
0.006074748	0.006365093	0.01047043	0.02062724	0.03223606	0.1293661	0.8193342	0.1762446	0.09670941	0.1057078	0.1116024	0.1219321	0.1379755	0.1437245	0.1515209	0.1809727	0.1554956	0.1599311	0.3177449	0.3158098	0.3240331	0.3094054	0.2802429	0.301222	0.3575821	0.363474	0.3123687	0.3241572	
0.2350335	0.2182903	0.1356575	0.1993906	0.1974165	0.1104719	0.0910388	0.09004822	0.0933103	0.0163376	0.01585259	0.02829144	0.06003165	0.1143238	0.1439558	0.4097131	0.3297228	0.3133768	0.187791	0.124769	0.07550242	0.1167025	0.06627814	0.07154929	0.05269282	0.01589638	0.02071871	0.02931037	
0.02560081	0.02439677	0.03336941	0.02160774	0.01010349	0.02082561	0.03196488	0.04168958	0.09010967	0.1336204	0.168454	0.1859992	0.1386439	0.1335292	0.2679255	0.2848648	0.2594548	0.3110757	0.3247578	0.3149478	0.3050397	0.2435925	0.2083414	0.2087004	0.2187222	0.2146188	0.196104	0.2033593	
0.2333823	0.225423	0.2137811	0.1446921	0.1218588	0.1167771	0.1842018	0.2021064	0.2129049	0.270755	0.3071271	0.4724489	0.4743071	0.4781115	0.513252	0.5768474	0.315934	0.212986	0.2123695	0.1902876	0.1749333	0.1930074	0.1927062	0.1837606	0.1839514	0.2068893	0.2080792	0.2114192	
