Error on the test set seq only: 31222.2
Error on the training set: 3668.63
Number of parameters: 1030

Base Parameters
0.153915	0.0983212	0.0444875	0.0262963	0.589324
-0.168027	-0.084692	-0.208178	-0.0572002	-0.513446
-0.105768	-0.242448	-0.454843	-0.277077	0.430188
-0.0379632	0.081745	-0.362301	-0.153883	0.231492
-0.252969	-0.446221	-0.535029	-0.084641	-0.209073
-0.0727275	-0.0264622	-0.11874	-0.042002	-0.164905
-0.252152	-0.366614	-0.492986	-0.119126	-0.310033
-0.0786384	-0.0515006	-0.232155	0.00123148	-0.0907309
-0.137611	-0.0833306	-0.422557	-0.189972	-0.0108546
-0.0355719	0.0701439	-0.323902	0.0769485	0.0021854
-0.139938	-0.242611	-0.0567539	-0.143112	-0.246194
-0.15856	-0.169372	-0.404036	-0.120761	-0.116125
-0.160238	-0.203778	-0.05756	-0.274922	-0.251952
-0.146099	-0.106669	-0.249998	-0.110982	-0.268219
-0.0227649	0.220757	-0.351425	-0.0855699	0.108391
-0.0980956	-0.0793705	-0.143392	0.0381147	-0.323016
-0.232307	-0.214839	-0.683329	-0.100922	-0.171828
-0.0738564	-0.017339	-0.109705	-0.00867035	-0.230152
-0.295853	-0.522021	-0.293108	-0.285063	-0.385046
-0.145268	-0.050973	-0.331161	-0.155088	-0.185829
-0.181054	-0.22139	-0.39734	-0.0906183	-0.199317
-0.0255292	-0.0207285	-0.115958	-0.0231827	0.019619
-0.113104	0.217337	-0.261817	-0.133788	-0.395924
-0.187346	-0.099383	-0.380046	-0.132957	-0.349378
-0.109341	-0.140973	-0.350887	-0.0496411	-0.0342198
-0.0151931	0.313817	-0.41403	-0.102926	0.130155
0.0528494	0.524007	0.0252522	-0.171873	-0.131659
0.0332365	0.0806131	-0.0316119	-0.0701996	0.184994
-0.266848	-0.283071	-0.594956	-0.04039	-0.390443
0.0308643	0.227154	0.0986123	0.05841	-0.217922
-0.183792	-0.357705	-0.183365	-0.170031	-0.246939
-0.114955	-0.214571	-0.0182161	-0.191609	-0.17538
-0.0266764	-0.0625188	0.0250077	-0.0666033	-0.00630254
0.0972509	0.172766	0.223196	0.0193481	0.0736129
-0.111508	0.112098	-0.466164	-0.297366	0.0754735
-0.0208124	-0.121561	0.00888415	-0.0514746	0.0729139
-0.241891	-0.143293	-0.542543	-0.159977	-0.358632
-0.2536	-0.289169	-0.750168	-0.139004	-0.0896397
-0.367779	-0.747492	-0.41621	-0.21735	-0.460183
0.171904	0.359651	0.0775873	0.076026	0.324271
0.356736	0.556153	0.526978	0.0795593	0.612446
-0.111209	-0.0656443	-0.218964	-0.127013	-0.130359
-0.246476	-0.377602	-0.443688	-0.131892	-0.286886
-0.0744451	-0.28527	0.271589	-0.245067	-0.132086
-0.327036	-0.468157	-0.435282	-0.215398	-0.553844
-0.109648	-0.29772	0.0594369	-0.0150908	-0.299387
-0.0908712	-0.0212417	-0.18164	-0.0832584	-0.146617
-0.167197	-0.273104	-0.270503	-0.138437	-0.181439
-0.0687805	-0.0449474	-0.318367	-0.0571637	0.0896196
-0.220263	-0.18494	-0.148505	-0.175188	-0.604027
-0.347158	-0.553064	-0.570472	-0.237212	-0.388415
-0.126729	-0.123292	-0.523487	-0.0616276	0.0880927
-0.228283	-0.172108	-0.381867	-0.0669017	-0.521323
-0.185017	-0.205687	-0.241252	-0.057643	-0.425096
-0.24486	-0.546519	-0.293054	-0.117573	-0.288745
0.058251	-0.0090493	0.120021	-0.00919639	0.215999
-0.134135	-0.243638	-0.101446	-0.120586	-0.235098
-0.136625	-0.143076	-0.219924	-0.114783	-0.208156
0.216289	0.969924	0.175952	-0.0392152	-0.0577961
-0.0782162	0.206233	-0.185257	-0.163082	-0.247279
-0.291888	-0.328935	-0.303571	-0.0727801	-0.748458
-0.0720294	0.0866071	-0.263347	-0.0135414	-0.180141
-0.166112	-0.218734	-0.285047	-0.0980606	-0.225582
-0.168353	0.0535916	-0.361345	-0.0917629	-0.455904
-0.110307	-0.0793823	-0.381511	-0.105366	0.0205649
-0.281289	-0.190657	-0.529828	-0.256448	-0.428243
0.0599264	-0.00290224	0.0142092	-0.0749657	0.341906
-0.195508	-0.252698	-0.427917	-0.125265	-0.197074
0.0959067	0.266619	-0.130498	0.085516	0.268618
-0.0512294	-0.0167777	0.112112	-0.0423101	-0.315247
-0.267117	-0.452416	-0.474617	-0.181463	-0.240353
-0.110969	-0.214041	-0.0998211	-0.0999361	-0.129311
-0.380213	-0.22806	-0.214425	-0.140015	-1.31241
-0.0111983	0.179059	-0.322537	-0.0377547	0.101843
-0.0388632	-0.425565	0.1372	-0.0239457	0.114439
-0.115385	-0.246527	-0.262175	-0.245486	0.189542
-0.236236	-0.168095	-0.379003	-0.306545	-0.339781
-0.256614	-0.39154	-0.588268	-0.146916	-0.147701
-0.148103	-0.19463	-0.446518	-0.0804817	-0.0283869
0.125273	0.70656	0.197222	-0.0984441	-0.183026
-0.107669	-0.100727	-0.125345	-0.145647	-0.167817
-0.272863	-0.370812	-0.57105	-0.161218	-0.247912
-0.152206	0.154752	-0.309342	-0.0279457	-0.584791
-0.0206652	0.195332	0.0834127	-0.152187	-0.240192
-0.0998352	0.0978373	-0.246852	-0.0879857	-0.249191
-0.0452003	0.0848492	0.025793	-0.0742065	-0.267773
-0.125354	-0.369774	-0.0979554	-0.0881768	-0.0869816
-0.289191	-0.360356	-0.409325	-0.26633	-0.405597
-0.217806	-0.286741	-0.273463	-0.165006	-0.349751
-0.171124	-0.251498	-0.209153	-0.234123	-0.178099
-0.148093	-0.0742015	-0.262226	-0.263665	-0.147093
-0.122117	-0.0610909	-0.351187	-0.0561996	-0.162238
-0.141768	-0.124119	-0.295887	-0.255907	-0.0259851
-0.0984472	-0.128975	-0.0201485	-0.138213	-0.224917
-0.00787197	0.096676	0.11702	-0.0419015	-0.191729
-0.111899	-0.0385204	-0.113621	-0.0475031	-0.386821
-0.108305	-0.273762	-0.314091	-0.20206	0.214507
-0.0458815	0.22208	-0.066629	-0.196842	-0.176486
0.47579	1.46708	0.369957	-0.13905	0.644422
-0.0940247	-0.120361	-0.227473	-0.0716333	-0.0370969
0.0332494	0.252342	-0.0792739	-0.00190612	-0.0250332
0.195495	0.930089	0.296277	-0.105923	-0.141659
0.305281	0.778098	0.575496	0.0936005	0.0629672
-0.0410723	0.1083	-0.113967	-0.0265324	-0.157287
0.457686	1.0179	0.762863	0.140991	0.373534
0.0264537	0.172724	0.362036	-0.121978	-0.274566
0.621967	1.23649	1.60339	0.0278799	0.195626
0.057898	0.0708769	0.358163	-0.0822564	-0.0420343
0.0171482	0.30391	-0.230504	-0.0444928	0.0433397
0.132934	0.610445	-0.00127231	-0.0143785	0.0496661
0.298271	1.30733	0.213145	-0.025017	-0.01192
0.101953	0.459751	-0.0478531	0.129843	-0.049282
-0.0072728	0.111605	-0.0695164	-0.0180887	-0.0607939
-0.168581	-0.399217	-0.293533	-0.0752142	-0.0922001
-0.208846	-0.235425	-0.635722	-0.225739	0.0347092
-0.0683856	-0.203369	0.0522994	-0.0321876	-0.149438
0.0709753	0.448133	0.110773	-0.131321	-0.0700197
0.127146	0.251494	0.206094	-0.0317145	0.185781
-0.0121771	0.0652303	-0.0499593	-0.0360059	-0.029116
-0.213703	-0.301905	-0.288587	-0.0417045	-0.442065
-0.159534	-0.345181	0.0630055	-0.236832	-0.283387
-0.168381	-0.418488	-0.160362	-0.139122	-0.129223
0.130115	0.0755561	0.458033	-0.107956	0.202072
-0.0229759	-0.0474047	-0.0809664	-0.0939007	0.10305
-0.0812164	-0.189597	-0.127053	-0.0274368	-0.0564458
0.0248509	0.250558	0.0943341	-0.0388284	-0.159501
-0.0635002	0.0697148	-0.143867	-0.133559	-0.104205
-0.264132	-0.423702	-0.300951	-0.22	-0.402026
-0.154621	-0.156809	-0.365077	-0.0938657	-0.149842
-0.0977218	-0.166089	-0.175043	-0.0312199	-0.0902037
-0.107464	0.0550111	-0.147084	-0.158168	-0.312003
-0.167552	-0.164396	-0.188383	-0.153885	-0.337773
-0.187309	-0.222025	-0.417464	-0.191744	-0.111443
-0.108939	-0.115909	-0.183619	-0.134801	-0.138159
0.061511	0.423958	-0.00321287	-0.0636461	-0.0513423
-0.128605	-0.180569	-0.343716	-0.0906492	-0.00392306
0.874976	2.43367	-0.663822	-0.175412	2.65267
-0.157479	-0.480188	-0.190927	-0.0447484	-0.0828702
-0.216503	-0.25261	-0.353247	-0.247363	-0.253406
-0.206227	0.126107	-0.485009	-0.326367	-0.349497
-0.212658	-0.318319	-0.260287	-0.134616	-0.379686
-0.114255	-0.0493138	-0.431175	0.0485196	-0.162212
-0.0736643	-0.168824	-0.00547056	-0.0641916	-0.134895
-0.150891	-0.317702	-0.16774	-0.0284871	-0.226096
-0.118572	-0.257924	0.232773	-0.199082	-0.361977
-0.0902584	0.457199	-0.566731	-0.0904378	-0.240067
-0.318584	-0.620157	-0.473591	-0.235056	-0.290573
0.076612	0.46061	-0.0692372	0.00652375	-0.00674686
-0.242033	-0.38614	-0.415867	-0.201824	-0.208186
-0.137105	-0.271269	-0.169252	-0.111479	-0.130658
-0.170157	0.250347	-0.765225	-0.104935	-0.222884
-0.0743582	-0.0721822	-0.156563	-0.131389	-0.0430871
-0.221157	-0.637385	-0.118645	-0.186335	-0.15789
-0.0440973	0.205547	-0.150043	0.0241245	-0.307857
-0.192472	-0.134729	-0.286746	-0.192491	-0.327775
-0.179933	-0.241209	-0.230161	-0.167785	-0.284812
-0.0449933	-0.0768294	-0.0146542	-0.0216847	-0.0928949
0.193825	0.511215	0.119881	0.137086	0.20517
-0.108705	-0.18235	-0.188269	0.00531873	-0.168469
0.0595489	0.331436	0.110916	-0.0732652	-0.0473898
-0.0706995	-0.00979975	-0.217676	-0.0722946	-0.062557
1.06274	1.62719	2.13842	0.332827	1.12124
-0.214053	-0.461622	-0.0399957	-0.119637	-0.429236
-0.0312135	0.144126	-0.271036	-0.0484219	0.00900693
-0.115566	-0.185672	-0.230669	0.00171353	-0.192649
0.125461	0.0376672	0.928722	-0.124039	-0.197315
-0.166655	0.161307	-0.663802	-0.237426	-0.122604
-0.227208	-0.302623	-0.430715	-0.184352	-0.223904
0.0303491	0.359392	-0.0687941	-0.125047	-0.0326146
0.533863	0.620446	1.97031	0.162272	-0.136783
-0.776723	-1.91092	-0.897804	-0.220325	-0.856927
-0.132249	-0.254553	0.00434612	-0.118166	-0.300036
-0.175581	-0.352191	-0.162146	-0.17082	-0.205014
1.18241	1.39369	3.93938	0.170167	0.0681168
-0.0659953	-0.0447158	-0.180987	-0.0573112	-0.0591744
-0.385688	-0.732697	-0.490318	-0.331733	-0.371421
-0.136031	-0.0985371	-0.140683	-0.097402	-0.35475
-0.274773	-0.417353	-0.514499	-0.202455	-0.240206
-0.377479	-0.396071	-0.58653	-0.309598	-0.631702
-0.000334568	0.272664	-0.127012	-0.11511	-0.0302117
-0.280264	-0.088948	-0.461473	-0.192982	-0.670508
0.0173007	0.170807	-0.0416438	-0.0284303	-0.0314924
-0.19899	-0.642823	-0.135396	-0.158341	-0.0936717
0.112695	0.421714	0.210382	0.0490286	-0.128274
-0.165893	-0.456548	-0.238847	-0.021793	-0.0993354
-0.125514	-0.311533	-0.167965	-0.0966285	-0.0639249
0.114151	0.522382	-0.033716	-0.0051702	0.0867399
-0.00324525	0.255044	-0.0516567	-0.0864087	-0.14918
-0.0671799	-0.148691	-0.152937	0.0186356	-0.0741162
-0.176359	-0.431348	-0.129256	-0.0183162	-0.318564
0.1101	0.715158	-0.312	-0.0918112	0.231855
