4.87	2.60654
3.7	2.38318
4.13	2.38318
5.03	2.15737
3.93	1.75704
3.59	2.22384
4.86	1.52822
4.23	2.60193
3.72	2.75666
3.89	2.39258
3.7	3.23775
4.75	3.19454
3.66	2.40069
5.96	2.36632
4.12	3.19535
5.23	3.66681
5.28	3.66681
4.4	3.21701
3.88	2.82146
5.48	2.56889
5.3	2.85018
3.73	2.59309
3.87	2.31344
5.66	3.70628
6.05	4.36081
5.85	4.36081
5	5.05366
5.24	3.1919
6.25	2.40758
4.43	2.69023
4.19	3.54854
4.62	3.2347
4.98	2.77426
4.63	3.55929
4.54	2.56578
3.59	2.7001
3.5	3.35349
4.15	2.79925
4.01	2.79925
3.62	2.90005
4.74	2.4851
4.71	2.18847
6.47	3.26129
4.05	2.26338
3.89	3.03958
3.58	1.99189
3.97	1.99189
6.14	2.15545
3.63	3.02714
4.62	2.54204
4.56	2.86066
5.05	2.35593
4.77	2.35593
4.6	2.65976
4.24	2.75289
5.14	3.60052
6.49	3.20039
6.9	3.20039
5.73	2.90182
4.99	3.03142
4.71	3.72921
4.14	3.37611
4.74	2.63516
5.26	3.04426
4.55	3.72581
5.44	4.07564
4.81	4.07564
5.15	3.30207
6.78	2.54916
5.4	2.62383
5.46	2.62383
3.63	2.97235
4.97	2.81203
4.33	3.27581
5.34	3.63264
5.64	3.63264
5.89	4.48713
4.48	3.48571
3.71	3.14417
5.19	2.72849
4.74	4.60433
4.52	4.60433
5.43	2.16515
5.38	2.16515
4.28	2.67568
4.02	2.67568
3.96	3.78049
4.16	2.57975
3.95	2.40147
4.33	2.40147
3.7	2.28019
3.68	3.62037
5.43	2.74245
3.53	3.15658
4.34	1.42961
5.15	2.00541
3.82	2.21138
5.06	2.03563
5.4	2.58446
3.97	2.46411
4.37	3.22044
3.86	3.05677
5.3	3.14982
3.52	2.45488
3.56	2.64337
4.08	2.68199
5.65	3.04877
5.07	3.67263
5.41	3.35043
4.97	3.35043
4.02	3.29085
4.27	3.30861
4.45	3.30861
3.62	3.94893
5.82	2.89367
3.76	2.96375
